Account ID,Account Name,Parent Account ID,Parent Account,Billing Street,Billing State/Province,Billing City,Billing Zip/Postal Code,Active?
0013600001c1yHWAAY,Onion Creek Golf Club,0013600000s0SuUAAU,First Tee Greater Austin,2510 Onion Creek,TX,Austin,78747,1
0013600001iOuaNAAS,Oquirrh Hills,0013600000s0SvNAAU,First Tee Utah,1255 East Vine Street,UT,Tooele,84074,1
0011R00002e3wY6QAI,Orange Beach Golf Center,0013600000pYUxNAAW,First Tee Gulf Coast,4700 Easy St,AL,Orange Beach,36561,1
0011R00002aFtGuQAK,Orange County National,0011R00002YU0N7QAL,First Tee Central Florida,16301 Phil Ritson Way,FL,Winter Garden,34787,1
0011R00002JfbKRQAZ,Orgill Park,0013600000pYUxIAAW,First Tee Tennessee,9080 Bethel Rd,TN,Millington,38053,1
0013600000pYWIRAA4,Osceola GC,0013600000pYUxNAAW,First Tee Gulf Coast,300 Tonawanda Drive,FL,Pensacola,32502,1
001Hq00003B8mXvIAJ,Oshawa Golf & Curling Club,0011R00002e5u9CQAQ,First Tee Ontario,"160 Alexandra St
L1G 2C4, ON Oshawa",,,,1
0011R00002DjgXFQAZ,Osprey Cove Golf Club,0013600000pYUxbAAG,First Tee Golden Isles,123 Osprey Drive,GA,St Marys,31558,1
0013600000pXnIOAA0,OSU Howlett Hall Rm 124,0013600000pXnGJAA0,First Tee Central Ohio,2001 Fyffe Ct,OH,Columbus,43210,0
0011R00002b0HfQQAU,Ottawa Park Golf Course,0013600000pYUxAAAW,First Tee Lake Erie,2315 Walden Pond Drive,OH,Toledo,43606,1
0011R000025M2gVQAS,Otte Golf Center,0013600000pXnGGAA0,First Tee Indiana,681 Sheek Road,IN,Greenwood,46131,1
0011R00002JeleqQAB,Our Lady of Mount Caramel School,0013600000pYUxJAAW,First Tee Jersey Shore,1220 1st Ave,nj,Asbury Park,7712,0
0011R00002INoM4QAL,Our Lady of Mount Caramel School,0013600000pYUxJAAW,First Tee Jersey Shore,1220 1st Avenue,NJ,Asbury Park,7712,0
0013600001c1yGrAAI,Overland Golf Course,0013600000s0SuMAAU,First Tee Colorado Rocky Mountains,1801 S. Huron St.,CO,Denver,80223,1
0013600000pYWNMAA4,Overland Park Golf Course,0013600000pYUwvAAG,First Tee Greater Kansas City,12501 Quivira Road,KS,Overland Park,66213,1
0013600000pYWLXAA4,Overton Links Golf City of Memphis,0013600000pYUxFAAW,First Tee Memphis (Historical),2080 Poplar Ave.,TN,Memphis,38104,0
0011R00002NRAy8QAH,Pacific Springs,0013600000s0SuxAAE,First Tee Omaha,16810 Harney St,NE,Omaha,68118,1
0013600001c1yP3AAI,Paddock Chevrolet Golf Dome,0013600000pYUxhAAG,First Tee Western New York,175 Brompton Road,NY,Tonawanda,14150,1
0013600001c1yOVAAY,Page Belcher Golf Course,0013600000s0SvLAAU,First Tee Tulsa,6666 South Union Ave.,OK,Tulsa,74132,1
0013600001c1yLGAAY,Paint Branch Golf Course,0013600000s0Sv0AAE,First Tee Prince George's County (Historical),4690 University Blvd.,MD,College Park,20740,0
0011R00002LgpaeQAB,Paint Branch Golf Course,0013600000pXnGKAA0,"First Tee Greater Washington, DC",4690 University Blvd. E,MD,College Park,20740,1
0011R000026UokuQAC,Painted Hills Golf Club,0013600000pYUwvAAG,First Tee Greater Kansas City,7101 Parallel Pkwy,KS,Kansas City,66112,0
0013600000pXnISAA0,Palatka Golf Club,0013600000pXnGEAA0,First Tee North Florida,1715 Moseley Ave,FL,Palatka,32177,1
0011R00002iSkj6QAC,Palm Aire Country Club,0013600000pYUxUAAW,First Tee Sarasota/Manatee,5601 Country Club Way,FL,Sarasota,34243,1
0013600001c1yLyAAI,Palm Aire Country Club,0013600000pYUxUAAW,First Tee Sarasota/Manatee,5601 Country Club Way,FL,Sarasota,34243,1
001Hq00003B85iCIAR,Palm Aire Country Club,0013600000s0SuOAAU,First Tee Florida Gold Coast,3701 Oaks Clubhouse Dr,FL,Pompano Beach,33069,1
0011R000028SfykQAC,Palm Beach Par 3 Golf Course,0013600000s0SuOAAU,First Tee Florida Gold Coast,2345 South Ocean Blvd,FL,Palm Beach,33480,1
0013600000pXnHTAA0,Palm Valley Golf Club,0013600000pXnGEAA0,First Tee North Florida,1075 Palm Valley Road,FL,Ponte Vedra Beach,32081,1
0013600000s0RsBAAU,Palm Valley Golf Club,0013600000s0RnDAAU,First Tee Phoenix,2211 North Litchfield Road,AZ,Goodyear,85395,0
0011R00002W35DGQAZ,Palma Ceia Golf & Country Club,0013600000s0SvIAAU,First Tee Tampa Bay,1601 S. MacDill Ave,FL,Tampa,33629,1
001Hq00003B8tNZIAZ,Palmas Athletic Club,0011R00002W1wbmQAB,First Tee Puerto Rico,1 Country Club Drive,PR,Humacao,791,1
0013600001c1yI6AAI,Palmer Park Golf Course,0013600000s0SupAAE,First Tee Greater Detroit,19013 Woodward Avenue,MI,Detroit,48203,0
0013600001c1yF7AAI,Palmetto Golf Club,0013600000s0Su5AAE,First Tee Aiken,275 Berrie Rd. Sw,SC,Aiken,29801,1
0013600000s0RrzAAE,Palmira Golf and Country Club,0013600000s0RnBAAU,First Tee Lake County,12111 West 109th Ave.,IN,Cedar Lake,46303,1
0013600000s0Rs4AAE,Palo Verde Golf Course,0013600000s0RnDAAU,First Tee Phoenix,6215 North 15th Avenue,AZ,Phoenix,85015,1
0013600001Ier5yAAB,Panther Run Golf Club,0013600000pYUxKAAW,First Tee Naples/Collier,6005 Anthem Parkway,FL,Ava Maria,34142,1
0013600000s0Rs1AAE,Papago Golf Course,0013600000s0RnDAAU,First Tee Phoenix,5595 E. Moreland Street,AZ,Phoenix,85008,1
0013600001c1yOgAAI,Park Meadows Country Club,0013600000s0SvNAAU,First Tee Utah,2000 Meadows Drive,UT,Park City,84060,0
0011R00002e3kMdQAI,Park Ridge Golf Course,0013600000s0SuOAAU,First Tee Florida Gold Coast,9191 Lantana Rd,FL,Lake Worth,33467,1
0013600001y7t3MAAQ,Park Township Community Center,0013600000s0SvPAAU,First Tee West Michigan,1286 Ottawa Beach Road,MI,Holland,49424,1
0013600001c1yNPAAY,Parkland Golf and Country Club,0013600000s0SuOAAU,First Tee Florida Gold Coast,10001 Old Club Road,FL,Parkland,33076,1
0013600001c1yFXAAY,Paso Robles Golf Club,0013600000s0SuFAAU,First Tee Central Coast,1600 Country Club Drive,CA,Paso Robles,93446,1
0011R00002NRPWKQA5,Patrick Farms Golf Club,0013600000s0SvTAAU,First Tee Central Mississippi,300 Clubhouse Dr.,MS,Pearl,39208,1
0013600000pYWJEAA4,Patriots Point Golf Links,0013600000pYUwtAAG,First Tee Greater Charleston,One Patriots Point Road,SC,Mount Pleasant,29464,1
0011R000031ZKb5QAG,Peacock Gap Golf Club,0011R00002JfMbqQAF,First Tee North Coast,333 Biscayne Dr,CA,San Rafael,95401,1
0011R00002rnXQKQA2,Peel Village Golf Course,0011R00002e5u9CQAQ,First Tee Ontario,29 A Hartford Trail,Ontario,Brampton,L6W 4K2,1
0011R00002U6sj0QAB,Penderbrook Golf Club,0013600000pXnGKAA0,"First Tee Greater Washington, DC",3700 Golf Trail Lane,VA,Fairfax,22033,1
0013600000pYWORAA4,Peninsula Park Golf Course,0013600000pYUxLAAW,First Tee Northeast Wisconsin,9890 Shore Rd.,WI,Ephraim,54211,1
0011R00002ZeuhMQAR,Pennsauken Country Club,0013600000pYUwzAAG,First Tee Greater Philadelphia,3800 Haddonfield RD,NJ,Pennsauken,8109,1
0013600000pYWKMAA4,Pennsbury Racquet & Fitness Club,0013600000pYUx4AAG,First Tee Greater Trenton,375 W. Trenton Ave.,PA,Morrisville,19067,1
0011R00002NSJB9QAP,Pennsylvania Golf Academy,0013600000pYUxQAAW,First Tee Pittsburgh,50 Pine Creek Road,PA,Wexford,15090,1
0013600000pYWISAA4,Perdido Bay Golf Club,0013600000pYUxNAAW,First Tee Gulf Coast,1 Doug Ford Drive,FL,Pensacola,32507,1
0013600000rxa8zAAA,Perform Fit,0013600000pYUwsAAG,First Tee Greater Baltimore,10880 Railroad Ave.,MD,Cockeysville,21030,1
0011R00002e7HetQAE,Performance Center @GreatLife,0011R00002e5xbKQAQ,First Tee Greater Topeka,421 SW Van Buren Street,KS,Topeka,66603,1
00136000014F3J3AAK,Pete Brown Golf Facility,0013600000s0SvTAAU,First Tee Central Mississippi,3200 Woodrow Wilson Drive,MS,Jackson,39213,1
001Hq000036obJgIAI,PGA Golf Club,0013600000s0SuOAAU,First Tee Florida Gold Coast,1916 Perfect Dr,FL,Port St. Lucie,34986,1
001Hq00003B6xj0IAB,PGA Superstore Torrance,0011R00002miO38QAE,First Tee Los Angeles,24313 Crenshaw Blvd,CA,Torrance,90505,1
0013600001YP67HAAT,PGA Tour Superstore,0013600000pXnGEAA0,First Tee North Florida,4906 Town Center Parkway #300,FL,Jacksonville,32246,1
0011R000031YQlcQAG,PGA Tour Superstore,0013600000pYUwzAAG,First Tee Greater Philadelphia,2410 Chemical Rd,PA,Plymouth Meeting,19462,1
0013600001c1yKJAAY,PGA TOUR Superstore,0013600000s0SunAAE,First Tee Metropolitan New York,295 New Jersey 17,NJ,Paramus,7652,1
0011R00002NQGTcQAP,PGA TOUR Superstore,0013600000pXnGGAA0,First Tee Indiana,3928 E. 82nd Street,IN,Indianapolis,46240,1
0011R00002NRgH1QAL,PGA Tour Superstore,0013600000pYUxRAAW,First Tee Raritan Valley,98 NJ-10,NJ,East Hanover,7936,1
001Hq000036od3JIAQ,PGA TOUR Superstore,001Hq000036njqtIAA,First Tee Birmingham,165-A Inverness Plaza,AL,Birmingham,35242,1
0011R00002mg70HQAQ,PGA TOUR Superstore,0013600000pXnGHAA0,First Tee Orange County,107 Technology Drive W,CA,Irvine,92618,1
0011R000031a33zQAA,PGA Tour Superstore,0013600000pXnGFAA0,First Tee Greater Charlotte,5341 Ballantyne Commons Pkwy,NC,Charlotte,28277,1
0013600001c1yHoAAI,PGA TOUR Superstore - Accent Dr.,0013600000s0SuKAAU,First Tee Greater Dallas,600 Accent Dr.,TX,Plano,75075,1
0011R00002iTOVJQA4,PGA TOUR Superstore - Arlington,0013600000s0SuTAAU,First Tee Fort Worth,4652 S. Cooper St.,TX,Arlington,76017,1
0011R00002vtbxbQAA,PGA TOUR Superstore - Orlando,0013600000pXnGIAA0,First Tee Central Florida,7603 Turkey Lake Rd,FL,Orlando,32819,1
0011R00002U8ZtpQAF,PGA TOUR Superstore - Plantation,0013600000s0SuOAAU,First Tee Florida Gold Coast,8101 W Broward Blvd,FL,Plantation,33324,1
0013600001c1yHmAAI,PGA TOUR Superstore - Preston Rd.,0013600000s0SuKAAU,First Tee Greater Dallas,"8700 Preston Rd., Suite100",TX,Plano,75024,1
0013600001iQUOQAA4,PGA Tour Superstore - Southlake,0013600000s0SuTAAU,First Tee Fort Worth,2241 East Southlake Blvd,TX,Southlake,76092,1
0011R00001zhcTbQAI,PGA Tour Superstore - Westbury,0013600000s0SunAAE,First Tee Metropolitan New York,1254 Corporate Drive,NY,Westbury,11590,1
0011R00002yiryQQAQ,PGA TOUR Superstore (Galleria),0013600000pXnGBAA0,First Tee Greater Houston,5721 Westheimer Rd,TX,Houston,77057,1
0013600001EGK1pAAH,PGA Tour Superstore (The Woodlands),0013600000pXnGBAA0,First Tee Greater Houston,"19075 North Fwy, I-45 #105",TX,Shenandoah,77385,1
0011R00002vtc3TQAQ,PGA TOUR Superstore- Altamonte Springs,0013600000pXnGIAA0,First Tee Central Florida,375 E Altamonte Dr,FL,Altamonte Springs,32701,1
0011R000031ZyYhQAK,PGA TOUR Superstore at Minnetonka,0013600000s0SvHAAU,First Tee Minnesota,12380 Wayzata Blvd,MN,Minnetonka,55305,1
0011R000031b6FqQAI,PGA Tour SuperStore Dublin,0013600000s0SvFAAU,First Tee Tri-Valley,4990 Dublin Blvd.,CA,Dublin,94568,1
001Hq00003B8hjSIAR,PGA TOUR Superstore Milwaukee,0013600000s0SusAAE,First Tee Southeast Wisconsin,18550 West Bluemound Road,WI,Brookfield,53045,1
0011R00002aGAFKQA4,PGA TOUR Superstore- Palm Beach Gardens,0013600000s0SuOAAU,First Tee Florida Gold Coast,3198 PGA Boulevard,FL,Palm Beach Gardens,33410,1
0011R00002W3XBMQA3,PGA Tour Superstore- Shea,0013600000s0RnDAAU,First Tee Phoenix,8740 E Shea Blvd,AZ,"Scottsdale,",85260,0
0011R00002W3XBbQAN,PGA Tour Superstore- Shea,0013600000s0RnDAAU,First Tee Phoenix,8740 E Shea Blvd,AZ,"Scottsdale,",85260,0
0011R00002b0HXbQAM,Phillips Center,0013600000pXnGFAA0,First Tee Greater Charlotte,2031 Echo Lane,NC,Gastonia,28052,1
0013600000pYWLNAA4,Phoenix Lakes Golf Course,0013600000pYUwmAAG,First Tee Central Valley,21448 Paseo De Portales Rd.,CA,Sonora,95370,0
0013600001c1yLPAAY,Piedmont Club,0013600000s0Sv1AAE,First Tee Prince William County,14675 Piedmond Vista Dr.,VA,Haymarket,20169,1
0013600000pYWKbAAO,Pierce Park Greens,0013600000pYUx9AAG,First Tee Idaho,5812 North Pierce Park Lane,ID,Boise,83714,1
0013600001gm5YrAAI,Pine Dunes Golf Resort,0013600000pYUx5AAG,First Tee Greater Tyler,159 Private Road 7019,TX,Frankston,75763,1
0013600000pYWLBAA4,Pine Forest Country Club,0013600000pYUwtAAG,First Tee Greater Charleston,1000 Congressional Boulevard,SC,Summerville,29483,1
0011R000029cYxUQAU,Pine Forest Golf Club,0013600000s0SuUAAU,First Tee Greater Austin,636 Riverside Drive,TX,Bastrop,78602,1
0013600000pYWJ4AAO,Pine Meadow Golf Course,0013600000pYUwqAAG,First Tee Contra Costa,451 Vine Hill Way,CA,Martinez,94553,0
0013600000pYWO8AAO,Pine Oaks,0013600000pYUxIAAW,First Tee Tennessee,1709 Buffalo Rd.,TN,Johnson City,37604,1
0013600001c1yIPAAY,Pine Oaks Golf Course,0013600000s0SuvAAE,First Tee Greater Ocala (Historical),2201 NW 21st Street,FL,Ocala,34475,0
0013600000pYWKRAA4,Pine Ridge Golf Course,0013600000pYUwsAAG,First Tee Greater Baltimore,2101 Dulaney Valley Rd.,MD,Lutherville,21093,1
0013600001c1yJKAAY,Pine Valley Country Club,0013600000s0SvQAAU,First Tee Greater Wilmington,500 Pine Valley Drive,NC,Wilmington,28412,1
0013600000pYWM2AAO,Pinecrest Country Club,0013600000pYUxQAAW,First Tee Pittsburgh,29 West Pinecrest Lane,PA,Brookville,15825,0
0013600000pYWJUAA4,Pinecrest Country Club,0013600000pYUxdAAG,First Tee Sandhills,110 Nigel Rd.,NC,Lumberton,28360,1
0011R00002FaZxTQAV,Pinecrest Golf Club,0013600000s0SufAAE,First Tee The Lowcountry,1 Pinecrest Way,SC,Bluffton,29910,1
0013600000pYWOwAAO,Pinehurst Country Club,0013600000pYUxdAAG,First Tee Sandhills,1 Carolina Vista Drive,NC,Village of Pinehurst,28374,0
00136000015NgPyAAK,Pinehurst No. 6,0013600000pYUxdAAG,First Tee Sandhills,97 Juniper Creek Blvd.,NC,Pinehurst,28374,1
0013600000pYWLEAA4,Pinehurst No. 7,0013600000pYUxdAAG,First Tee Sandhills,14 Inverrary Road,NC,Southern Pines,28387,1
00136000015NgLrAAK,Pinehurst No. 8,0013600000pYUxdAAG,First Tee Sandhills,100 Centennial Blvd.,NC,Pinehurst,28374,1
00136000015NgP5AAK,Pinehurst No. 9,0013600000pYUxdAAG,First Tee Sandhills,1 Royal Troon Dr.,NC,Pinehurst,28374,1
0013600000pYWJRAA4,Pinewild Country Club of Pinehurst,0013600000pYUxdAAG,First Tee Sandhills,6 Glasgow Dr.,NC,Pinehurst,28374,1
0013600001c1yLpAAI,Pinon Hills Golf Course,0013600000s0SvCAAU,First Tee Four Corners,2101 Sunrise Parkway,NM,Farmington,87401,1
0011R000031YYdBQAW,Pistons Performance Center,0013600000s0SupAAE,First Tee Greater Detroit,6201 2nd Avenue,MI,Detroit,48202,0
0013600001c1yK7AAI,Plainfield West 9,0013600000s0SunAAE,First Tee Metropolitan New York,1591 Woodland Ave.,NJ,Edison,8820,1
0013600001c1yM2AAI,Plantation Golf & Country Club,0013600000pYUxUAAW,First Tee Sarasota/Manatee,500 Rockley Boulevard,FL,Venice,34293,0
0011R00002oOc6UQAS,Plantation Golf Club,0013600000s0SuKAAU,First Tee Greater Dallas,4701 Plantation Ln,TX,Frisco,75035,1
0011R00002e7SO4QAM,Plantation Lakes Golf & Country Club,0013600000s0SvOAAU,First Tee Delaware,20301 Charlotte Blvd.,DE,Millsboro,19966,1
0011R00002NRAqnQAH,Platteview Country Club,0013600000s0SuxAAE,First Tee Omaha,4215 Platteview Rd,NE,Bellevue,68123,1
001Hq00003Defi0IAB,Play-a-Round Golf Ardmore,0013600000pYUwzAAG,First Tee Greater Philadelphia,56 Greenfield Ave,PA,Ardmore,19003,1
0011R00002slp1tQAA,Pleasant Point,0013600000s0SufAAE,First Tee The Lowcountry,8 Barnwell Drive,South Carolina,Lady's Island,29907,1
0013600000pYWLhAAO,Pleasant Ridge,0013600000pYUxQAAW,First Tee Pittsburgh,150 Pleasant Ridge Road,PA,McKees Rocks,15136,1
0013600001c1yNsAAI,Pleasanton Golf Center,0013600000s0SvFAAU,First Tee Tri-Valley,"Valley Avenue, Gate 12",CA,Pleasanton,94566,1
0013600000pXnIPAA0,Pohick Bay Golf Course,0013600000pXnGKAA0,"First Tee Greater Washington, DC",10301 Gunston Road,VA,Lorton,22079,0
0011R00002NQnktQAD,Point Venture Golf Club,0013600000s0SuUAAU,First Tee Greater Austin,422 Venture Blvd S,TX,Leander,78645,1
0013600001c1yNQAAY,Pompano Beach Golf Course,0013600000s0SuOAAU,First Tee Florida Gold Coast,1101 N. Federal Highway,FL,Pompano Beach,33060,1
0013600001c1yKsAAI,Ponemah Green Family Golf Center (Amherst CC),0013600000s0Sv9AAE,First Tee New Hampshire,55 Ponemah Rd.,NH,Amherst,3031,0
0013600001c1yNuAAI,Poppy Ridge Golf Course,0013600000s0SvFAAU,First Tee Tri-Valley,4280 Greenville Rd.,CA,Livermore,94550,1
0013600001c1yKlAAI,Porter Youth Center,0013600000s0SurAAE,First Tee Monterey County,Bldg. 4283 Ord Military Community,CA,Seaside,93955,0
0013600001iPWqTAAW,Porter's Neck Golf & Country Club,0013600000s0SvQAAU,First Tee Greater Wilmington,8403 Vintage Club Drive,NC,Wilmington,28411,1
001Hq000036oW3oIAE,Portsmouth Country Club,0013600000s0Sv9AAE,First Tee New Hampshire,80 Country Club Lane,NH,Greenland,3840,1
0013600000pYWHyAAO,Potter's Park,0013600000pYUwxAAG,First Tee Greater Miami Valley (Historical),417 New London Road,OH,Hamilton,45013,0
0011R00002cMWQiQAO,Potters Park  Golf Course,0013600000s0SuyAAE,First Tee Greater Cincinnati & Northern Kentucky,417 New London Road,OH,Hamilton,45013,1
0013600000pYWKNAA4,Prairie Green Golf Course,0013600000pYUxXAAW,First Tee South Dakota,600 E. 69th St.,SD,Sioux Falls,57105,1
0011R000026RkIxQAK,Prairie Highlands Golf Club,0013600000pYUwvAAG,First Tee Greater Kansas City,14695 S. Inverness St.,KS,Olathe,66061,0
0013600001c1yHyAAI,Prairie Lakes Golf Course,0013600000s0SuKAAU,First Tee Greater Dallas,3202 SE 14th St.,TX,Grand Prairie,75052,1
0013600000pYWNWAA4,Prairie Trace West Golf Course,0013600000pYUwxAAG,First Tee Greater Miami Valley (Historical),4690 Skeel Avenue,OH,Dayton,45433,0
0013600001c1yKKAAY,Preakness Valley GC,0013600000s0SunAAE,First Tee Metropolitan New York,209 Totowa Rd.,NJ,Wayne,7470,0
0013600000pXnHmAAK,Prestonwood Country Club,0013600000pXnGDAA0,First Tee Triangle,300 Prestonwood Parkway,NC,Cary,27513,1
0011R00002Bfb4fQAB,Prestwick Country Club,0013600000pXnGGAA0,First Tee Indiana,5197 Fairway Drive,IN,Avon,46123,1
0011R000025LxJwQAK,Pretty Lake Golf Club,0013600000pXnGGAA0,First Tee Indiana,10055 Pretty Lake Trail,IN,Plymouth,46563,1
0013600001c1yLLAAY,Prince William Golf Course,0013600000s0Sv1AAE,First Tee Prince William County,14632 Vint Hill Road,VA,Nokesville,20181,1
0013600000pYWIvAAO,Princeton Country Club,0013600000pYUx4AAG,First Tee Greater Trenton,1 Wheeler Way,NJ,Princeton,8540,1
001Hq000039ShGRIA0,Promogolf / Tee Zone Driving Range,0013600001tTUGtAAO,First Tee Mexico,"Carr Nacional Km 258, El Yerbaniz, 67302 Santiago, N.L.,",,,,1
0013600001nPJt0AAG,Promontory,0013600000s0SvNAAU,First Tee Utah,8758 N Promontory Ranch Rd,UT,Park City,84098,0
0013600000pYWJYAA4,Prospect Golf Driving Range,0013600000pYUwpAAG,First Tee Connecticut,144 Waterbury Road,CT,Prospect,6172,1
0011R000022LsXIQA0,ProX Athlete Development,0013600000pXnGGAA0,First Tee Indiana,651 East 191st Street,IN,Westfield,46074,1
0011R00002YTwtUQAT,Proximity Golf Lounge,0013600000pYUwoAAG,First Tee Cleveland,3099 Mayfield Rd,OH,Cleveland Heights,44118,1
0011R00002b0QONQA2,Puakea Golf Course,0013600000s0DYFAA2,First Tee Hawaii,4150 Nuhou St.,HI,Lihue,96766,1
0011R00002cJ5AWQA0,Puakea Golf Course,0013600000s0DYFAA2,First Tee Hawaii,4150 Nuhou St.,HI,Lihue,96766,1
001Hq000039ShFEIA0,Puerta Cortes Golf Club,0013600001tTUGtAAO,First Tee Mexico,Association de Golf,,Baja California Sur,,1
0011R000031ajGEQAY,Pukalani Country Club,0013600000s0DYFAA2,First Tee Hawaii,360 Pukalani Street,Hawaii,Makawao,96768,1
0011R00002YTwxHQAT,Punta Borinquen Golf Club,0011R00002W1wbmQAB,First Tee Puerto Rico,300 Golf Road Ramey Base Aguadilla,Puerto Rico,Pueblo,603,0
001Hq00003B6uHwIAJ,Pure Golf,0013600000s0SvNAAU,First Tee Utah,445 N 2000 W Ste 3,Utah,Springville,84663,1
0013600000s0DdzAAE,Purple Sage Golf Course,0013600000pYUx9AAG,First Tee Idaho,15192 Purple Sage Rd,ID,Caldwell,83607,0
0011R00002JfbJxQAJ,Putt Putt Golf and Games Family Park,0013600000pYUxIAAW,First Tee Tennessee,5484 Summer Ave,TN,Memphis,38134,1
0011R00002yik6IQAQ,Putt-Putt Fun Center,0013600000s0RnAAAU,First Tee Virginia Blue Ridge,1515 Putt Putt Place,VA,Charlottesville,22901,1
0013600001nQe0pAAC,Quail Chase Golf Course,0013600000pYUxDAAW,First Tee Louisville,7000 Cooper Chapel Rd,KY,Louisville,40229,1
0013600000pYWJKAA4,Quail Creek Country Creek,0013600000pYUxKAAW,First Tee Naples/Collier,13300 ValewoodDr.,FL,Naples,34119,1
0011R00002NQQbqQAH,Quail Hollow Golf Course,0013600000pYUx9AAG,First Tee Idaho,4520 N. 36th. St.,ID,Boise,83703,1
0011R00002tqpffQAA,Quail Ridge Golf Club,0013600000s0SvPAAU,First Tee West Michigan,8375 36th St SE,MI,Ada,49301,1
0011R00001xCDwmQAG,Quail Ridge Golf Course,0013600000s0RnCAAU,First Tee Greater Wichita,3805 Quail Ridge Drive,KS,Winfield,67516,1
0013600000pXnHwAAK,Quail Valley Campus,0013600000pXnGBAA0,First Tee Greater Houston,2880 La Quinta Drive,TX,Missouri City,77459,1
0013600001If1VzAAJ,Quail Village Golf Club,0013600000pYUxKAAW,First Tee Naples/Collier,11719 Quail Village Way,FL,Naples,34119,1
0013600000pYWOMAA4,Quality Inn and Suites Golf Resort,0013600000pYUxKAAW,First Tee Naples/Collier,4100 Golden Gate Parkway,FL,Naples,34116,0
0013600000pYWLxAAO,Quarry Ridge Golf Club,0013600000pYUxAAAW,First Tee Lake Erie,6081 Clark Rd.,MI,Ottawa Lake,49267,0
0011R00002utx9MQAQ,Queen Elizabeth Golf Course,0011R00002azqbjQAA,First Tee British Columbia,4600 Cambie St,BC,Vancouver,V6G 1Z4,1
0013600001c1yJGAAY,Queen Elizabeth Pitch and Putt,0013600000s0SumAAE,First Tee Greater Vancouver (Historical),West 37th Ave. Entrance,,"Vancouver, BC",V5K5H9,0
0011R000031bNPDQA2,R II M Golf Academy & Driving Range,0013600000pYUx2AAG,First Tee Greater San Antonio,450 Ira Lee Rd.,TX,San Antonio,78155,1
0013600001c1yI7AAI,Rackham Golf Course,0013600000s0SupAAE,First Tee Greater Detroit,10100 W 10 Mile Rd.,MI,Huntington Woods,48070,1
0011R000031a9HAQAY,Railside Golf Club,0013600000s0SvPAAU,First Tee West Michigan,2500 76th St SW,MI,Byron Center,49315,1
0011R00002IONj8QAH,Raintree Golf & Event Center,0013600000s0Su6AAE,First Tee Greater Akron,4350 Mayfair Road,oh,uniontown,44685,1
0011R000028SAthQAG,Ramblewood Country Club,0013600000pYUwzAAG,First Tee Greater Philadelphia,200 Country Club Parkway,NJ,Mt Laurel,8054,1
0011R00002cLQgLQAW,Rammler Golf Club,0013600000s0SupAAE,First Tee Greater Detroit,38180 Utica Rd,MI,Sterling Heights,48312,1
0011R00002REwu7QAD,Ranchland Hills Golf Club,0011R00002Dl9orQAB,First Tee West Texas,1600 E. Wadley Ave.,TX,Midland,79705,1
0013600001c1yM7AAI,Rancho del Pueblo Golf Course,0013600000s0SvSAAU,First Tee Silicon Valley,1649 Hermocilla Way,CA,San Jose,95116,1
0013600001X4YJWAA3,Rancho Del Rey Golf Club,0013600000pYUwmAAG,First Tee Central Valley,5250 Green Sands Avenue,CA,Atwater,95301,1
