Account ID,Account Name,Parent Account ID,Parent Account,Billing Street,Billing State/Province,Billing City,Billing Zip/Postal Code,Active?
0013600001c1yOhAAI,Fellowship Greens Golf Course,0013600000s0SvPAAU,First Tee West Michigan,3450 36th Street SE,MI,Grand Rapids,49512,1
0011R00002UACtbQAH,Fendrich Golf Course,0013600000pXnGGAA0,First Tee Indiana,1900 Diamond Avenue,IN,Evansville,47711,1
0013600001c1yJzAAI,Fenway Golf Range,0013600000s0SukAAE,First Tee Massachusetts,112 Allen St.,MA,East Longmeadow,1028,1
0013600000pYWLmAAO,Fiddler's Elbow Country Club,0013600000pYUxRAAW,First Tee Raritan Valley,811 Rattlesnake Bridge Road,NJ,Bedminster,7921,1
00136000015PLwQAAW,Fiddler's Green,0013600000pYUx0AAG,First Tee Greater Portland,91292 State Hwy 99 N,OR,Eugene,97402,1
0011R00002e7HfDQAU,Fire Keeper Golf Club,0011R00002e5xbKQAQ,First Tee Greater Topeka,12525 150th Road,KS,Mayetta,66509,1
0011R00002oN2l8QAC,Firekeeper Golf Course,0011R00002e5xbKQAQ,First Tee Greater Topeka,"12524 150th Road
#8819",KS,Mayetta,66509,1
0011R000031ZZ3xQAG,Fireside Golf Range,0013600000pYUxeAAG,First Tee Central Carolina,485 Brookside Camp Rd.,NC,Hendersonville,28792,1
0013600000pYWKUAA4,Firestone Park,0013600000pYUxFAAW,First Tee Memphis (Historical),900 Firestone Ave,TN,Memphis,38107,0
0013600001c1yHqAAI,Firewheel Golf Park,0013600000s0SuKAAU,First Tee Greater Dallas,600 W. Campbell Rd.,TX,Garland,75044,0
0011R00002wTfP5QAK,First Tee - Aiken Learning Center,0013600000s0Su5AAE,First Tee Aiken,1208 Gregg HWY NW,SC,Aiken,29803,1
0011R00002YTwtEQAT,First Tee - Greater Charlotte Learning Center at Pineville,0013600000pXnGFAA0,First Tee Greater Charlotte,1008 Cadillac Street,NC,Pineville,28134,0
0013600000pYWJMAA4,First Tee - Northwest Arkansas,0013600000pYUxMAAW,First Tee Northwest Arkansas,715 E. Monroe Ave,AR,Lowell,72745,1
0013600000pYWJiAAO,First Tee at Seneca Golf Course,0013600000pYUxDAAW,First Tee Louisville,2300 Pee Wee Reese Road,KY,Louisville,40205,1
0011R00002NPY0cQAH,First Tee at SOZO,0013600000s0SvRAAU,First Tee Central Washington,2200 S. 36th Avenue,WA,Yakima,98903,1
0013600000pYWJlAAO,First Tee Augusta,0013600000pYUwiAAG,First Tee Augusta,3165 Damascus Road,GA,Augusta,30909,1
0013600001c1yFHAAY,First Tee Benton Harbor,0013600000pYUwjAAG,First Tee Benton Harbor,201 Graham Ave.,MI,Benton Harbor,49022,1
0013600000pYWKBAA4,First Tee Canton Learning Center,0013600000pYUwlAAG,First Tee Canton,2525 25th Street Northeast,OH,Canton,44705,1
0013600000pYWJeAAO,First Tee Connecticut Learning Facility,0013600000pYUwpAAG,First Tee Connecticut,55 Golf Club Road,CT,Cromwell,6416,1
0013600001c1yHUAAY,First Tee Greater Austin,0013600000s0SuUAAU,First Tee Greater Austin,"5501 Ed Bluestein Blvd.
Harvey Penick Golf Campus",TX,Austin,78723,1
0011R00002W406lQAB,First Tee Greater Charlotte Learning Center Pineville,0013600000pXnGFAA0,First Tee Greater Charlotte,10401 Cadillac Street,NC,Pineville,28134,1
0011R000025MO5mQAG,First Tee Greater New Orleans Offic,0013600000pYUwyAAG,First Tee Greater New Orleans,1050 S. Jefferson Pkwy. Ste. 237,LA,New Orleans,70125,1
0011R00002RDmhnQAD,First Tee Greater Sacramento,0013600000s0Sv6AAE,First Tee Greater Sacramento,"3704 Marconi Avenue, Suite #1",CA,Sacramento,95821,1
0011R00002Lh9p7QAB,First Tee Greater Tyler - Main Office,0013600000pYUx5AAG,First Tee Greater Tyler,6284 CR 152 W,TX,Bullard,75757,1
0011R00002H17hYQAR,First Tee Greater Tyler at Woldert Park,0013600000pYUx5AAG,First Tee Greater Tyler,509 W 32nd Street,TX,Tyler,75702,1
0011R00002e3wTiQAI,First Tee Gulf Coast,0013600000pYUxNAAW,First Tee Gulf Coast,3924 West Navy Boulevard,FL,Pensacola,32507,1
0013600001c1yJOAAY,"First Tee Hampton Roads, YMCA",0013600000s0SuYAAU,First Tee Hampton Roads,2400 Tournament Dr.,VA,Chesapeake,23456,1
0013600000pYWInAAO,First Tee Learning Center,0013600000pYUx2AAG,First Tee Greater San Antonio,915 East Mulberry Ave,TX,San Antonio,78212,1
0013600000pYWOJAA4,First Tee Learning Center @ Ocean County Park,0013600000pYUxJAAW,First Tee Jersey Shore,659 Ocean Ave. (Route 88),NJ,Lakewood,8701,1
0013600001c1yKNAAY,First Tee Learning Center at Douglas Park,0013600000s0SuoAAE,First Tee Metropolitan Oklahoma City,600 N Martin Luther King,OK,Oklahoma City,73117,1
0013600001c1yJnAAI,First Tee Lehigh Valley at Marvine,0013600000s0SuiAAE,First Tee Lehigh Valley & Berks,1380 Fritz Drive,PA,Bethlehem,18017,1
0013600000pYWIeAAO,First Tee Pine Mountain at LMU,0013600000pYUxPAAW,First Tee Pine Mountain,6965 Cumberland Gap Parkway,TN,Harrogate,37752,1
0011R000031Z0GRQA0,First Tee Tennessee (Knoxville),0013600000pYUxIAAW,First Tee Tennessee,2351 Dandridge Avenue,TN,Knoxville,37915,1
0013600001c1yOSAAY,First Tee Troup County Learning Center,0013600000s0SvJAAU,First Tee Troup County,1220 Lafayette Parkway,GA,LaGrange,30241,1
0011R00002LexGWQAZ,First Tee West Texas Golf Academy and Learning Center,0011R00002Dl9orQAB,First Tee West Texas,500 West Loop 250 North Frontage Road,TX,Midland,79710,1
0011R00002NQTNdQAP,First Tee West Texas Home,0011R00002Dl9orQAB,First Tee West Texas,500 N. Loop 250 Frontage Rd.,TX,Midland,79705,1
0013600001c1yP6AAI,Fisher Park GC,0013600000s0SvRAAU,First Tee Central Washington,809 S. 40th Avenue,WA,Yakima,98902,1
0013600001c1yGsAAI,Fitzsimons Golf Course,0013600000s0SuMAAU,First Tee Colorado Rocky Mountains,2323 Scranton St.,CO,Aurora,80045,0
0011R000022Lwc5QAC,Five Ponds Golf Club,0013600000pYUwzAAG,First Tee Greater Philadelphia,1225 West Street Road,PA,Warminster,18974,1
001Hq000035dm2iIAA,Flagstone Golf Club,0013600000pYUxIAAW,First Tee Tennessee,"4179 Benton Pike NE
Clevland, TN 37323",TN,Cleveland,37323,1
0011R00002BdXMPQA3,Flatirons Golf Course,0013600000s0SuMAAU,First Tee Colorado Rocky Mountains,5706 Arapahoe Ave,CO,Boulder,80303,1
0013600001c1yLdAAI,Fleming Course in Harding Park Golf Complex,0013600000s0SvAAAU,First Tee San Francisco,99 Harding Park Road,CA,San Francisco,94132,1
0011R00002kXsL4QAK,Florham Park Sports Dome & Event Center,0013600000pYUxRAAW,First Tee Raritan Valley,76 Passaic Ave,NJ,Florham Park,7932,1
0013600001jsJ17AAE,Flourtown Country Club,0013600000pYUwzAAG,First Tee Greater Philadelphia,150  McCloskey Road,PA,Flourtown,19031,1
0013600001c1yMEAAY,Floyd Golf Park,0013600000s0SuuAAE,First Tee Siouxland,2810 Ordway Avenue,IA,Sioux City,51106,1
0013600000pXnHxAAK,FM Law Park,0013600000pXnGBAA0,First Tee Greater Houston,8400 Mykawa Road,TX,Houston,77048,1
0013600001c1yM6AAI,Forbes Golf Course,0013600000s0SuLAAU,First Tee Shawnee County (Historical),700 Capehart Road,KS,Topeka,66619,0
0013600001c1yOKAAY,Ford's Colony Country Club,0013600000s0SuRAAU,First Tee Virginia Peninsula,240 Fords Colony Drive,VA,Williamsburg,23188,1
0013600001yjHz0AAE,Fore Golfers Indoor Golf Center,0013600000pYUxAAAW,First Tee Lake Erie,7350 Airport Highway,OH,Holland,43528,1
0013600001c1yKbAAI,Forest Akers East,0013600000pYUxHAAW,First Tee Mid-Michigan (Historical),2280 S. Harrison Road,MI,East Lansing,48823,0
0013600001c1yKaAAI,Forest Akers West,0013600000pYUxHAAW,First Tee Mid-Michigan (Historical),3535 Forest Road,MI,Lansing,48910,0
0011R00002W1iiuQAB,Forest Glen Country Club,0013600000pYUxKAAW,First Tee Naples/Collier,3855 Forest Glen BLVD,FL,Naples,34114,1
0013600001c1yLMAAY,Forest Greens Golf Club,0013600000s0Sv1AAE,First Tee Prince William County,4500 Poa Annua Lane,VA,Triangle,22172,1
0013600001c1yNkAAI,Forest Oaks Country Club,0013600000pYUxeAAG,First Tee Central Carolina,4600 Forest Oaks Dr.,NC,Greensboro,27406,1
0013600000pYWIsAAO,Forest Park Golf Course,0013600000pYUwsAAG,First Tee Greater Baltimore,2900 Hillsdale Road,MD,Baltimore,21207,1
0013600001c1yKrAAI,Fore-U Golf Center,0013600000s0Sv9AAE,First Tee New Hampshire,298 Plainfield Rd.,NH,West Lebanon,3784,1
0013600000rzthdAAA,Forge Pond Golf Course,0013600000pYUxJAAW,First Tee Jersey Shore,301 Chambersbridge Road,NJ,Brick,8723,1
0013600000pXnGhAAK,Fort Belvoir Golf Club,0013600000pXnGKAA0,"First Tee Greater Washington, DC",8450 Beulah St. #2990,VA,Fort Belvoir,22060,1
0013600001c1yICAAY,Fort Bliss Underwood Golf Complex,0013600000s0SuaAAE,First Tee Greater El Paso,3200 Coe Avenue,TX,El Paso,79904,1
0013600001c1yGYAAY,Fort Jackson Golf Club,0013600000s0SuEAAU,First Tee Columbia,Chestnut Road,SC,Columbia,29207,1
0013600000pXnHhAAK,Fort Mill Golf Club,0013600000pXnGFAA0,First Tee Greater Charlotte,101 Country Club Drive,SC,Fort Mill,29715,1
0011R00002fsfZsQAI,Fort Sam Houston,0013600000pYUx2AAG,First Tee Greater San Antonio,1050 Harry Wurzbach RD,TX,San Antonio,78209,1
0013600001c1yO1AAI,Fort Snelling Golf Club,0013600000s0SvHAAU,First Tee Minnesota,5701 Leavenworth Avenue,MN,St Paul,55111,1
0013600000pYWIlAAO,Fort Walton Beach Municipal Golf Course,0013600000pYUxNAAW,First Tee Gulf Coast,1955 Lewis Turner Blvd.,FL,Fort Walton Beach,32547,1
0013600001dWtFXAA0,Forty Niner Country Club,0013600000pYUxfAAG,First Tee Tucson,12000 East Tanque Verde Road,AZ,Tucson,85749,1
0013600000pYWK1AAO,Foss Park GC,0013600000pYUwuAAG,First Tee Greater Chicago,3124 Argonne Drive,IL,North Chicago,60064,1
0011R000029dJD6QAM,Foster Golf Links,0013600000s0SuXAAU,First Tee Greater Seattle,13500 Interurban Ave South,WA,Tukwila,98168,1
0013600001bzAHaAAM,Fountain Hills Golf Club,0013600000pYUwuAAG,First Tee Greater Chicago,12601 South Kedzie,IL,Alsip,60803,1
001Hq000036of05IAA,Four Mile Ranch Golf Club,0013600000pYUxOAAW,First Tee Southern Colorado,3501 Telegraph Trail,CO,"Cañon City,",81212,1
0011R00002DlzYRQAZ,Fox Hollow Golf Club,0013600000s0SvNAAU,First Tee Utah,1400 N 200 E,UT,American Fork,84003,0
0011R00002oNxeyQAC,Fox Hollow Golf Course,0013600000s0SvNAAU,First Tee Utah,1400 N 200 E,UT,American Fork,84003,1
0011R000035cErjQAE,Fox Meadow Golf Course,0011R00002oOfVSQA0,First Tee Atlantic,167 Kinlock Road,Prince Edward Island,Stratford,C1B 1J7,1
0013600000pXnIpAAK,Fox Prairie Golf Course,0013600000pXnGGAA0,First Tee Indiana,8465 E. 196th Street,IN,Noblesville,46060,1
0013600000pYWIKAA4,Fox Ridge Golf Club,0013600000pYUxEAAW,First Tee Maine (Historical),550 Penley Corner Road,ME,Auburn,4210,0
0013600000pYWOpAAO,Fox Run Golf Course,0013600000pYUxXAAW,First Tee South Dakota,600 West 27th Street,SD,Yankton,57078,0
0011R000030V6MaQAK,Foxcliff Golf Club,0013600000pXnGGAA0,First Tee Indiana,1970 E. Mapleturn Rd.,IN,Martinsville,46151,1
0011R00002wVSn9QAG,Foxtail Golf Club,0011R00002JfMbqQAF,First Tee North Coast,100 Golf Course Drive,CA,Rohnert Park,94928,1
0013600000pYWImAAO,Foxwood Golf Course,0013600000pYUxNAAW,First Tee Gulf Coast,4927 Antioch Road,FL,Crestview,32536,1
0013600001c1yK9AAI,Francis Byrne Golf Course,0013600000s0SunAAE,First Tee Metropolitan New York,1100 Pleasant Valley Way,NJ,West Orange,7052,0
0011R000026U6DKQA0,Frankfort Commons Golf Club,0013600000pXnGGAA0,First Tee Indiana,100 Golf Preserve Lane,IN,Frankfort,46401,0
0013600000pYWNXAA4,Franklin D. Roosevelt Golf Course,0013600000pYUwzAAG,First Tee Greater Philadelphia,20th Street & Pattison Ave,PA,Philadelphia,19145,1
0011R00002ut3uKQAQ,Fraserview Golf Course,0011R00002azqbjQAA,First Tee British Columbia,7800 Vivian Dr,BC,Vancouver,V5S 2E6,1
0013600001c1yJEAAY,Fraserview Golf Course,0013600000s0SumAAE,First Tee Greater Vancouver (Historical),7800 Vivian Drive,BC,Vancouver,V5S 2V8,0
0011R000031ZaAAQA0,Fred Enke,0013600000pYUxfAAG,First Tee Tucson,8251 E. Irvington Rd.,AZ,Tucson,85730,1
0011R000031Z7EjQAK,Fredericton Golf Club,0011R00002oOfVSQA0,First Tee Atlantic,331 Golf Club Road PO Box 504,Brunswick,Fredericton,E3B 4Z9,1
0013600001gnLDFAA2,Freehold Boro YMCA Community Center,0013600000pYUxJAAW,First Tee Jersey Shore,40 Center Street,NJ,Freehold,7728,0
0013600001uOCbCAAW,Freeport Golf Course,0013600000pXnGBAA0,First Tee Greater Houston,830 Slaughter Rd,TX,Freeport,77541,0
0013600000pYWJCAA4,Freeway Golf Course,0013600000pYUwzAAG,First Tee Greater Philadelphia,1858 Sicklerville Rd.,NJ,Slickerville,8081,0
0013600001c1yNwAAI,Fremont Park Golf Course,0013600000s0SvFAAU,First Tee Tri-Valley,39751 Stevenson Pl.,CA,Fremont,94539,1
0011R00002Bf8PFQAZ,Frog Hollow Golf Club,0013600000s0SvOAAU,First Tee Delaware,1 East Whittington Way,DE,Middletown,19709,1
0011R00002IMoYZQA1,Frontier Elementary School,0013600000s0SuOAAU,First Tee Florida Gold Coast,6701 180th Ave N,FL,Loxahatchee,33470,0
0011R00002Q3hKmQAJ,Frontline Community Church,0013600000s0SvPAAU,First Tee West Michigan,4411 Plainfield Ave NE,MI,Grand Rapids,49525,1
0011R00002YVED8QAP,Ft. Bliss Underwood Golf Complex,0013600000s0SuaAAE,First Tee Greater El Paso,3200 Coe Ave,TX,El Paso,79904,1
0011R00002qHlZaQAK,Ft. Jackson Golf Club,0013600000s0SuEAAU,First Tee Columbia,3652 Semmes Road,SC,Columbia,29207,1
0011R00002fs1xVQAQ,FTSV Operations Office,0013600000s0SvSAAU,First Tee Silicon Valley,"1401 Parkmoor Ave, Suite 125",CA,San Jose,95126,1
0011R00002iTA38QAG,Fullerton Golf Course,0013600000pXnGHAA0,First Tee Orange County,2700 N Harbor Blvd,CA,Fullerton,92835,1
00136000017kM3VAAU,Fullerton Golf Course,0013600000pXnGHAA0,First Tee Orange County,2700 N Harbor Blvd.,CA,Fullerton,92835,0
0013600000pYWI8AAO,Galloping Hill Golf Course,0013600000pYUxRAAW,First Tee Raritan Valley,1 Golf Drive,NJ,Kenilworth,7033,1
0013600001c1yKLAAY,Game on Golf Center,0013600000s0SunAAE,First Tee Metropolitan New York,701 Dobbs Ferry Rd.,NY,White Plains,10607,1
0013600001c1yGeAAI,Garrison Lake Golf Course,0013600000s0SvOAAU,First Tee Delaware,101 West Fairways Circle,DE,Smyrna,19977,1
00136000015ObHSAA0,Gates Four Golf & Country Club,0013600000pYUxdAAG,First Tee Sandhills,6775 Irongate Dr.,NC,Fayetteville,28306,1
0013600001c1yMAAAY,Gavilan College Golf Course,0013600000s0SvSAAU,First Tee Silicon Valley,5055 Santa Teresa Boulevard,CA,Gilroy,95020,1
0011R00002cLvAYQA0,Geldhof Golf Academy,0011R00002NTUsyQAH,First Tee Greater Lexington,440 Barbaro Lane,Kentucky,Nicholasville,40356,1
0013600001c1yLNAAY,General's Ridge Golf Course,0013600000s0Sv1AAE,First Tee Prince William County,9701 Manassas Drive,VA,Manassas Park,20111,0
0011R00002JftH5QAJ,Genesee Valley Golf Course,0013600000pYUxhAAG,First Tee Western New York,1000 East River Road,NY,Rochester,14623,1
0013600001nQD7BAAW,Genesis Golf,0013600000pYUwsAAG,First Tee Greater Baltimore,200 Bailey Drive #104,PA,Stewartstown,17363,0
0011R00002qEyJZQA0,Genoa Lakes Ranch Course,0013600000s0SueAAE,First Tee Northern Nevada,2901 Jacks Valley Road,NV,Genoa,89411,1
0011R00002YTwrmQAD,George Page Park,0013600000pYUx4AAG,First Tee Greater Trenton,750 North Clinton Ave,NJ,Trenton,8638,1
0011R00002NQnlNQAT,Georgetown Country Club,0013600000s0SuUAAU,First Tee Greater Austin,1500 Country Club Rd,TX,Georgetown,78628,1
0011R00002Q3rT4QAJ,Giant Oak Golf Club,0013600001tSWfSAAW,First Tee Lake Erie,1024 Valetta Drive,MI,Temperance,48182,1
0011R00002SPSNnQAP,Giant Oak Golf Club,0013600000pYUxAAAW,First Tee Lake Erie,1024 Valetta Dr.,MI,Temperance,48182,0
0013600001c1yNXAAY,Gillespie Golf Course,0013600000pYUxeAAG,First Tee Central Carolina,316 E. Florida Street,NC,Greensboro,27406,1
0011R00001zgRK4QAM,Gilroy Golf Course,0013600000s0SvSAAU,First Tee Silicon Valley,2695 Hecker Pass Highway,CA,Gilroy,95020,1
0011R000025LXMqQAO,Girl Scouts Jersey Shore,0013600000pYUxJAAW,First Tee Jersey Shore,1405 Old Freehold Road,NJ,Toms River,8753,0
0011R000031b8JPQAY,Glacier Greens Golf Club,0011R00002azqbjQAA,First Tee British Columbia,1200 Knight Rd,BC,Comox,V0R 2K0,1
001Hq00003B7K7bIAF,Gladstone Golf & Country Club,0011R000031ZM4WQAW,First Tee Prairies,Provincial Trunk Hwy 34,Manitoba,Gladstone,R0J 0T0,1
0011R00002wSwWzQAK,Glen Annie Golf Club,0013600000s0SuFAAU,First Tee Central Coast,405 Glen Annie Road,CA,Goleta,93117,1
0013600001c1yONAAY,Glen Lake Golf & Practice Center,0013600000s0SvHAAU,First Tee Minnesota,14350 County Road 62,MN,Minnetonka,55345,1
0011R00002YVS6WQAX,Glen Oak Golf Club,0013600000pYUxhAAG,First Tee Western New York,711 Smith RD,NY,East Amherst,14051,1
0013600001c1yIVAAY,Glen Oaks Golf Club,0013600000s0SuzAAE,First Tee Greater Pasadena,200 W. Dawson,CA,Glendora,91741,1
0013600001jouw7AAA,Glendale Golf Course,0013600000s0SvNAAU,First Tee Utah,1630 West 2100 South,UT,Salt Lake City,84119,0
0011R000031ZvVJQA0,GlenDenning Golf,0011R00002oOfVSQA0,First Tee Atlantic,120 Gabriel Rd.,Newfoundland,"St. John's,",A1H 1A5,1
0013600000pYWIOAA4,Glendoveer Golf Course,0013600000pYUx0AAG,First Tee Greater Portland,14015 NE Glisan Street,OR,Portland,97230,1
0013600001c1yHpAAI,Gleneagles Country Club,0013600000s0SuKAAU,First Tee Greater Dallas,5401 West Park Blvd.,TX,Plano,75093,0
0013600001c1yLeAAI,Gleneagles Golf Course,0013600000s0SvAAAU,First Tee San Francisco,2100 Sunnydale Avenue,CA,San Francisco,94134,1
0011R00002qEzyXQAS,Glenhardie Country Club,0013600000pYUwzAAG,First Tee Greater Philadelphia,1399 OLD EAGLE SCHOOL ROAD,PA,Wayne,19087,1
0011R00002iTKXGQA4,Glenmoor Golf Course,0013600000s0SvNAAU,First Tee Utah,9800 S. 4800 W.,UT,South Jordan,84009,1
0013600000pXnH8AAK,Glenn Miller First Tee Facility,0013600000pXnGGAA0,First Tee Indiana,2514 E. Main St.,IN,Richmond,47374,1
0013600001ZG3xsAAD,Glenrochie,0013600000pYUxIAAW,First Tee Tennessee,200 Clubhouse Drive,VA,Abingdon,24211,1
0013600000pYWJsAAO,Glenway Golf Course,0013600000pYUxWAAW,First Tee South Central Wisconsin,3747 Speedway Rd.,WI,Madison,53705,1
0013600000pYWK4AAO,Glenwoodie Golf Course,0013600000pYUwuAAG,First Tee Greater Chicago,19301 State Street,IL,Glenwood,60025,1
0013600001c1yMPAAY,Gold Mountain Golf Complex,0013600000s0SvDAAU,First Tee South Puget Sound,7263 W. Belfair Valley Road,WA,Bremerton,98312,1
0013600001c1yLgAAI,Golden Gate Park Golf Course,0013600000s0SvAAAU,First Tee San Francisco,970 47th Ave.,CA,San Francisco,94121,1
0013600001c1yOJAAY,Golden Horseshoe Golf Club,0013600000s0SuRAAU,First Tee Virginia Peninsula,651 South England Street,VA,Williamsburg,23185,1
0011R00002W1pPjQAJ,Golden Oaks Golf Club,0013600000s0SuiAAE,First Tee Lehigh Valley & Berks,10 Stonehedge Rd.,PA,Fleetwood,19522,1
0011R00002U7soeQAB,Golden Oaks Golf Club,0013600000s0SuiAAE,First Tee Lehigh Valley & Berks,10 Stonehedge Road,PA,Fleetwood,19522,1
0011R000025LFV3QAO,Golden Pheasant Golf Club,0013600000pYUwzAAG,First Tee Greater Philadelphia,141 Country Club Drive,NJ,Lumberton,8048,1
0013600001dWuUMAA0,Golf Academy of America - Dallas,0013600000s0SuKAAU,First Tee Greater Dallas,1861 Valley View Lane,TX,Farmers Branch,75234,0
0013600001c1yI3AAI,Golf Club of Dallas,0013600000s0SuKAAU,First Tee Greater Dallas,2200 W Red Bird Ln.,TX,Dallas,75232,1
0011R00002e3jVeQAI,Golf Club of Indiana,0013600000pXnGGAA0,First Tee Indiana,6905 S 525 E.,IN,Whitestown,46075,1
0013600000pYWIoAAO,Golf Club of Texas,0013600000pYUx2AAG,First Tee Greater San Antonio,13600 Briggs Ranch,TX,San Antonio,78130,0
001Hq00003B6GM0IAN,Golf Club of Texas - San Antonio,0013600000pYUx2AAG,First Tee Greater San Antonio,13600 Briggs Ranch,TX,San Antonio,78245,1
0013600000pYWJLAA4,Golf Club of the Everglades,0013600000pYUxKAAW,First Tee Naples/Collier,8835 Vanderbilt Beach Rd.,FL,Naples,34120,1
0013600000pYWM9AAO,Golf Course at Yale,0013600000pYUwpAAG,First Tee Connecticut,200 Conrad Drive,CT,New Haven,6515,1
0011R00002aFtHsQAK,Golf Facility at The Gathering Place,0013600000pXnGIAA0,First Tee Central Florida,8287 Curry Ford Rd,FL,Orlando,32822,0
0011R000031YwPdQAK,Golf Farm Inc,0013600000pYUwkAAG,First Tee Coastal Carolinas,"612 Tom Mann Rd
Newport, NC 28570",NC,Newport,28570,1
0011R00002W35D1QAJ,Golf Grove,0013600000s0SvIAAU,First Tee Tampa Bay,1006 E. Bearss Ave.,FL,Lutz,33549,1
0011R00002qI5GBQA0,Golf Les Rivières,0011R00002kY5PGQA0,First Tee Quebec,6500 Boulevard des Forges,Quebec,Trois-Rivières,G8Y 7E3,1
0011R000035bYjdQAE,Golf Mentor Teaching Academy,0011R000031ZM4WQAW,First Tee Prairies,1549 St. Mary's Rd Unit 8,Manitoba,Winnipeg,R2M 5G9,0
0011R000035bYPxQAM,Golf Mentor Teaching Academy,0011R000031ZM4WQAW,First Tee Prairies,1549 St. Mary's Rd Unit 8,Manitoba,Winnipeg,R2M 5G9,1
0011R000030UqAyQAK,Golf Saint-Prime sur le lac,0011R00002kY5PGQA0,First Tee Quebec,776 rue Principale,Québec,Saint-Prime,G8J 1T9,1
0013600001c1yOZAAY,Golf The Round,0013600000s0SvNAAU,First Tee Utah,600 W 3300 S,UT,Salt Lake City,84119,1
0011R000031a0PYQAY,Golfplay Inc,0011R00002e5u9CQAQ,First Tee Ontario,80 Lodge Street,Ontario,Waterloo,N2J 3V6,1
0013600001c1yHZAAY,Golfsmith Driving Range,0013600000s0SuUAAU,First Tee Greater Austin,11000 Middle Fiskville Rd.,TX,Austin,78753,0
0013600000pXnH1AAK,Gongaware Golf Course,0013600000pXnGGAA0,First Tee Indiana,2625 Hurricane Road,IN,Franklin,46131,1
0013600001c1yOBAAY,Goodrich GC,0013600000s0SvHAAU,First Tee Minnesota,1820 Van Dyke St.,MN,St. Paul,55109,1
0013600000pYWJbAAO,Goodwin Golf Course,0013600000pYUwpAAG,First Tee Connecticut,1130 Maple Avenue,CT,Hartford,6114,1
0013600001c1yNfAAI,Goodyear Golf Club,0013600000pYUxeAAG,First Tee Central Carolina,245 Jenny Lane,VA,Danville,24541,1
0013600000pYWMGAA4,Gordon Lakes Golf Club,0013600000pYUwiAAG,First Tee Augusta,537 Range Road,GA,Ft. Gordon,30905,1
0013600000pYWJmAAO,Goshen Plantation Golf Course,0013600000pYUwiAAG,First Tee Augusta,1601 Goshen Clubhouse Drive,GA,Augusta,30906,1
0013600000pXnHlAAK,Governors Club,0013600000pXnGDAA0,First Tee Triangle,11000 Governors Drive,NC,Chapel Hill,27517,0
0011R00002fozRuQAI,Gracewil Country Club,0013600000s0SvPAAU,First Tee West Michigan,2597 4 Mile Rd NW,MI,Grand Rapids,49544,1
001Hq000039ShG8IAK,Gran Coyote Golf/ KKIS Organization,0013600001tTUGtAAO,First Tee Mexico,"México 307 km 294, Solidaridad, 77710 Playa del Carmen, Q.R.,",,,,1
0013600001c1yHOAAY,Granbury Country Club,0013600000s0SuTAAU,First Tee Fort Worth,1611 Rockview Drive,TX,Granbury,76049,0
0013600001FIU23AAH,Grand Marais Golf Course,0013600000pYUx3AAG,First Tee Greater St. Louis,5802 Lake Dr.,IL,Cahokia Heights,62203,1
0011R00001zfHOXQA2,Grand Palms Hotel-Spa & Golf Resort,0013600000s0SuOAAU,First Tee Florida Gold Coast,110 Grand Palms Drive,FL,Pembroke Pines,33027,0
0013600000pXnInAAK,Grand Reserve Golf Club,0013600000pXnGEAA0,First Tee North Florida,400 Grand Reserve Dr,FL,Bunnell,32110,0
0013600001AztpSAAR,Grand Ridge Golf Club,0013600000pYUwyAAG,First Tee Greater New Orleans,500 Willowdale Blvd.,LA,Luling,70070,1
0013600001c1yNrAAI,Grandover Resort,0013600000pYUxeAAG,First Tee Central Carolina,1000 Club Road,NC,Greensboro,27407,1
0013600001c1yFfAAI,Grandview Golf Course,0013600000s0SuNAAU,First Tee Central Iowa,2400 E 29th St,IA,Des Moines,50317,0
0011R000035bixmQAA,Grandview Golf Course,0013600000pXnGGAA0,First Tee Indiana,"1901-2019, Northshore Exd",IN,Anderson,46011,1
0011R00002LgoHUQAZ,Grandy Nasu-Shirakawa GC,0013600000s0SuZAAU,First Tee Japan (Historical),"3 Saigo-cho, Nishi-Sirakawa-gun",,Fukushima,961-8091,1
0011R00002Be3QLQAZ,Grantwood Golf Course,0013600000pYUwoAAG,First Tee Cleveland,38855 Aurora Road,OH,Solon,44139,1
0013600001qltMAAAY,Graysburg Hills,0013600000pYUxIAAW,First Tee Tennessee,910 Graysburg Hills Rd,TN,Chuckey,37641,1
0011R00002JfbKgQAJ,Great Life Golf & Fitness Junction City,0013600000s0SujAAE,First Tee Manhattan,1301 W. 8th Street,KS,junction city,66441,1
0013600001c1yJwAAI,Great Life Golf & Fitness Junction City,0013600000s0SujAAE,First Tee Manhattan,1301 W. 8th Street,KS,Junction City,,1
0011R00002yhN6IQAU,Great Shots,0013600000pYUxXAAW,First Tee South Dakota,"2505 W. Benson Rd
 South Dakota",SD,Sioux Falls,57107,1
0011R00002e7HfCQAU,GreaterLife North GC,0011R00002e5xbKQAQ,First Tee Greater Topeka,350 NW US Hwy 24,KS,topeka,66608,1
0011R00002oN2i4QAC,GreatLIFE Performance Center,0011R00002e5xbKQAQ,First Tee Greater Topeka,421 SW Van Buren Street,KS,Topeka,66603,1
0013600000pYWKLAA4,Green Hills C.C.,0013600000pYUxgAAG,First Tee West Virginia,126 Green Hills Lane,WV,Fairmont,26554,0
